,turnover
2741,2465.7272727272725
2742,1803.6666666666667
2743,2808.7
2744,12287.333333333334
2745,10953.04347826087
2746,6936.5
2747,14795.16
2748,3019.1666666666665
2749,7139.8
2750,2256.8
2751,2331.5
2752,87407.68
2753,2038.0588235294117
2754,2591.75
2755,11592.8125
2756,1364.3846153846155
2757,1844.0
2758,3340.391304347826
2759,7777.8
2760,3631.4
2761,2378.3
2762,9812.2
2763,8902.217391304348
2764,12202.636363636364
2765,2118.5833333333335
2766,5644.117647058823
2767,4149.3
2768,68166.21428571429
2769,2539.75
2770,6461.875
2771,15037.0
2772,4128.0
2773,1476.0
2774,4431.3125
2775,1818.0
2776,2377.0
2777,6193.0
2778,65859.625
2779,4057.8333333333335
2780,17516.0
2781,12845.0
2782,4897.166666666667
2783,90943.75
2784,2441.3333333333335
2785,1692.0
2786,15875.0
2787,15533.375
2788,21358.0
2789,1296.0
2790,2696.8571428571427
2791,1922.6666666666667
2792,2135.75
2793,1409.0
2794,3730.4285714285716
2795,1799.6666666666667
2796,1248.0
2797,4120.0
2798,16210.0
2799,1219.0
2800,9506.0
2801,7213.5625
2802,1217.0
2803,17386.625
2804,3547.5
2805,3302.1428571428573
2806,3385.4285714285716
2807,2598.3333333333335
2808,3319.2
2809,52164.769230769234
2810,9196.153846153846
2811,3519.7
2812,12222.923076923076
2813,2450.5
2814,5670.833333333333
2815,4632.333333333333
2816,11118.923076923076
2817,7888.076923076923
2818,12494.461538461539
2819,3199.5454545454545
2820,86649.30769230769
2821,1914.6
2822,1506.25
2823,14687.923076923076
2824,1723.375
2825,3744.5555555555557
2826,1522.5
2827,3944.0
2828,1625.1666666666667
2829,2045.5555555555557
2830,11676.538461538461
2831,2922.25
2832,12890.666666666666
2833,4651.0
2834,8729.076923076924
2835,1527.0
2836,3220.1
2837,4742.2307692307695
2838,2162.4285714285716
2839,3519.7272727272725
2840,2441.1
2841,2966.0
2842,1025.0
2843,1240.0
2844,3749.153846153846
2845,6632.7692307692305
2846,1386.0
2847,6903.675675675676
2848,6573.7027027027025
2849,2172.0
2850,2130.0333333333333
2851,2064.185185185185
2852,1197.0
2853,54803.91891891892
2854,1521.25
2855,14563.567567567568
2856,1197.0
2857,6425.783783783784
2858,1692.875
2859,2606.942857142857
2860,1781.1818181818182
2861,1830.095238095238
2862,3175.0
2863,1392.05
2864,4952.055555555556
2865,65707.7027027027
2866,1835.25
2867,9117.0
2868,1596.0
2869,1404.0
2870,8641.305555555555
2871,1628.7857142857142
2872,8819.297297297297
2873,6667.243243243243
2874,1550.125
2875,4845.189189189189
2876,1536.4583333333333
2877,2128.6666666666665
2878,2249.5806451612902
2879,3421.1176470588234
2880,2587.5
2881,5323.833333333333
2882,3519.5348837209303
2883,1433.7368421052631
2884,1482.8333333333333
2885,1374.3333333333333
2886,8155.234042553191
2887,3185.9347826086955
2888,2329.6774193548385
2889,2327.9736842105262
2890,6575.279069767442
2891,2918.75
2892,2001.8
2893,1260.32
2894,4080.191489361702
2895,55949.020833333336
2896,8394.4375
2897,1874.235294117647
2898,1446.6
2899,1960.7931034482758
2900,1551.0967741935483
2901,9226.416666666666
2902,67826.47916666667
2903,5313.181818181818
2904,5568.68085106383
2905,1626.5833333333333
2906,14058.208333333334
2907,1822.642857142857
2908,1690.8125
2909,6032.5625
2910,1230.6666666666667
2911,8413.225
2912,2392.5185185185187
2913,1691.2692307692307
2914,1773.8
2915,7763.076923076923
2916,4589.311111111111
2917,7122.0
2918,58786.857142857145
2919,9304.151515151516
2920,2239.8333333333335
2921,6240.4358974358975
2922,1392.05
2923,2379.1666666666665
2924,1406.0
2925,1944.1
2926,14293.923076923076
2927,8377.666666666666
2928,7523.073170731707
2929,2213.68
2930,1443.3846153846155
2931,77276.05
2932,1329.3333333333333
2933,2716.9411764705883
2934,3185.9347826086955
2935,5102.625
2936,2264.5
2937,3586.133333333333
2938,6303.125
2939,77276.05
2940,9078.15
2941,1855.7083333333333
2942,5102.625
2943,1501.25
2944,70919.225
2945,2887.2051282051284
2946,2176.95
2947,14241.8
2948,1654.1923076923076
2949,1962.576923076923
2950,8413.225
2951,7721.35
2952,1398.4166666666667
2953,2288.8888888888887
2954,1837.5
2955,8829.8
2956,3145.837837837838
2957,4580.368421052632
2958,1024.0
2959,2392.5185185185187
2960,1369.0
2961,1704.0
2962,7053.825
2963,2543.0882352941176
2964,3621.153846153846
2965,2057.1111111111113
2966,2149.3636363636365
2967,7027.15
2968,76790.39393939394
2969,1486.7
2970,2196.3333333333335
2971,13362.454545454546
2972,8872.151515151516
2973,3586.133333333333
2974,2310.5925925925926
2975,57478.757575757576
2976,1452.2857142857142
2977,1668.6842105263158
2978,2253.2105263157896
2979,2210.5
2980,6331.121212121212
2981,2715.4137931034484
2982,1892.5833333333333
2983,9304.151515151516
2984,5220.71875
2985,7496.451612903225
2986,2139.0
2987,1991.409090909091
2988,8377.666666666666
2989,1488.7272727272727
2990,8478.46875
2991,4263.645161290323
2992,8023.909090909091
2993,2942.733333333333
2994,2582.76
2995,8552.692307692309
2996,2955.6666666666665
2997,1129.0
2998,8659.0
2999,6254.333333333333
3000,2393.6666666666665
3001,1054.0
3002,1641.3333333333333
3003,1324.25
3004,13110.875
3005,3629.5
3006,2831.25
3007,1771.0
3008,2307.0
3009,1171.0
3010,13002.375
3011,1708.2857142857142
3012,1007.0
3013,10037.0
3014,14277.0
3015,1004.0
3016,90865.63636363637
3017,1890.875
3018,2457.75
3019,1271.0
3020,10509.0
3021,1941.0
3022,1967.0
3023,65644.84615384616
3024,2484.0
3025,1907.5
3026,2003.0
3027,3888.1666666666665
3028,1054.0
3029,3494.0833333333335
3030,6333.0
3031,1054.0
3032,7875.0
3033,1280.2
3034,2605.0
3035,2382.6666666666665
3036,14795.0
3037,3405.3333333333335
3038,12710.0
3039,3025.0
3040,1028.0
3041,1841.0
3042,9009.0
3043,8647.0
3044,10426.0
3045,3039.0
3046,3879.0
3047,4595.0
3048,2507.4545454545455
3049,2246.0
3050,1029.0
3051,4471.0
3052,1273.0
3053,15082.0
3054,1745.0
3055,2263.0
3056,1069.0
3057,4131.0
3058,67027.0
3059,1849.0
3060,11745.0
3061,1302.0
3062,13131.0
3063,4321.0
3064,1052.0
3065,3414.0
3066,40682.0
3067,1936.857142857143
3068,2157.0
3069,2879.0
3070,1898.0
3071,6466.0
3072,9619.666666666666
3073,1063.0
3074,9451.0
3075,1302.0
3076,5810.875
3077,1737.0
3078,4276.307692307692
3079,3333.133333333333
3080,13762.5
3081,13200.0
3082,3053.923076923077
3083,2380.75
3084,1482.0
3085,5740.6
3086,1018.0
3087,2605.0
3088,2183.8
3089,3405.3333333333335
3090,1039.0
3091,1292.0
3092,85306.75
3093,1400.0
3094,1652.6666666666667
3095,1739.0
3096,6969.5
3097,2874.2
3098,6467.0
3099,1741.0
3100,7303.833333333333
3101,1177.0
3102,37652.0
3103,1610.0
3104,2279.3636363636365
3105,108234.75
3106,2545.6666666666665
3107,1330.3333333333333
3108,5664.0
3109,10643.333333333334
3110,8764.166666666666
3111,6688.0
3112,6897.9
3113,2412.0
3114,12576.875
3115,10900.0
3116,12354.5
3117,12293.0
3118,1628.0
3119,1388.5
3120,2058.0
3121,1386.0
3122,3519.7272727272725
3123,2535.0
3124,97144.42857142857
3125,1527.0
3126,2807.5
3127,3749.153846153846
3128,15330.0
3129,69128.57142857143
3130,11906.454545454546
3131,1552.2
3132,1819.2857142857142
3133,1519.6666666666667
3134,3774.0
3135,4662.0
3136,4772.166666666667
3137,1018.0
3138,6375.0
3139,1502.6
3140,12979.857142857143
3141,1278.0
3142,1881.0
3143,2450.5
3144,1742.857142857143
3145,2204.0
3146,1981.0
3147,11118.923076923076
3148,1878.5
3149,2959.6666666666665
3150,2720.6
3151,1240.0
3152,10543.0
3153,3171.1428571428573
3154,7712.131578947368
3155,3139.9411764705883
3156,2207.4375
3157,6332.368421052632
3158,1603.2857142857142
3159,58733.76315789474
3160,9898.861111111111
3161,1582.6
3162,75497.73684210527
3163,1813.375
3164,2716.9411764705883
3165,2476.8928571428573
3166,3731.057142857143
3167,7138.763157894737
3168,1858.5333333333333
3169,2825.285714285714
3170,3050.8636363636365
3171,2041.92
3172,12654.28947368421
3173,2018.75
3174,8249.447368421053
3175,9165.131578947368
3176,1611.3846153846155
3177,4218.5142857142855
3178,13334.5
3179,1653.3529411764705
3180,1922.7037037037037
3181,1150.6666666666667
3182,5096.5526315789475
3183,2471.576923076923
3184,2379.1666666666665
3185,1543.6
3186,53759.244897959186
3187,1450.4
3188,2787.25
3189,6714.644444444444
3190,2767.6190476190477
3191,2006.3076923076924
3192,1377.125
3193,12016.69387755102
3194,7584.551020408163
3195,5516.163265306122
3196,5846.636363636364
3197,1136.0
3198,2140.2432432432433
3199,68054.42857142857
3200,3540.181818181818
3201,7685.122448979592
3202,7768.326530612245
3203,3044.181818181818
3204,1794.75
3205,1819.9259259259259
3206,1328.7142857142858
3207,2044.3636363636363
3208,6923.775510204082
3209,1450.625
3210,1799.21875
3211,4306.333333333333
3212,6240.4358974358975
3213,58786.857142857145
3214,7122.0
3215,2392.5185185185187
3216,1406.0
3217,8377.666666666666
3218,2716.9411764705883
3219,7523.073170731707
3220,7763.076923076923
3221,1944.1
3222,2213.68
3223,1180.5
3224,2239.8333333333335
3225,77276.05
3226,9304.151515151516
3227,2264.5
3228,3586.133333333333
3229,8413.225
3230,1691.2692307692307
3231,2379.1666666666665
3232,1563.909090909091
3233,4589.311111111111
3234,3185.9347826086955
3235,14293.923076923076
3236,1443.3846153846155
3237,5102.625
3238,1773.8
3239,1392.05
3240,3688.25
3241,2134.25
3242,80805.25
3243,12224.5
3244,5165.625
3245,2713.1428571428573
3246,8277.5
3247,3856.625
3248,11762.75
3249,2456.75
3250,4740.0
3251,5448.125
3252,1940.0
3253,20196.25
3254,2655.375
3255,2287.75
3256,2034.625
3257,26117.75
3258,135181.125
3259,8622.375
3260,3257.875
3261,3550.75
3262,2980.625
3263,12271.875
3264,9371.5
3265,12587.375
3266,5104.5
3267,2124.0
3268,1311.6666666666667
3269,1173.5
3270,1443.3846153846155
3271,8413.225
3272,7523.073170731707
3273,2264.5
3274,2716.9411764705883
3275,58786.857142857145
3276,3586.133333333333
3277,4589.311111111111
3278,7122.0
3279,7763.076923076923
3280,1789.4
3281,2379.1666666666665
3282,6240.4358974358975
3283,1944.1
3284,1184.3333333333333
3285,9304.151515151516
3286,1392.05
3287,1774.5384615384614
3288,2213.68
3289,2392.5185185185187
3290,1406.0
3291,5102.625
3292,77276.05
3293,3185.9347826086955
3294,14293.923076923076
3295,1773.8
3296,2239.8333333333335
3297,1691.2692307692307
3298,8377.666666666666
3299,1271.0
3300,1967.0
3301,1171.0
3302,2831.25
3303,1941.0
3304,2111.0
3305,3405.3333333333335
3306,13002.375
3307,90865.63636363637
3308,1330.3333333333333
3309,14277.0
3310,2382.6666666666665
3311,2605.0
3312,1205.0
3313,1771.0
3314,1280.2
3315,1039.0
3316,6254.333333333333
3317,1907.5
3318,3629.5
3319,3494.0833333333335
3320,1487.5
3321,8659.0
3322,6333.0
3323,7875.0
3324,1054.0
3325,1004.0
3326,10509.0
3327,13110.875
3328,1225.75
3329,2168.0
3330,10037.0
3331,8552.692307692309
3332,65644.84615384616
3333,2484.0
3334,2955.6666666666665
3335,2307.0
3336,1112.3333333333333
3337,1610.0
3338,1324.25
3339,1129.0
3340,2457.75
3341,1628.0
3342,1007.0
3343,1054.0
3344,1410.5
3345,1054.0
3346,14795.0
3347,2003.0
3348,1645.0
3349,3888.1666666666665
3350,1641.3333333333333
3351,2393.6666666666665
3352,1054.0
3353,1890.875
3354,1708.2857142857142
3355,2468.714285714286
3356,1513.8333333333333
3357,11280.181818181818
3358,2564.8888888888887
3359,3581.909090909091
3360,3209.3333333333335
3361,1041.0
3362,2453.1
3363,1300.0
3364,2926.6666666666665
3365,1490.5
3366,1476.0
3367,12229.272727272728
3368,2958.5
3369,1843.1666666666667
3370,1791.5
3371,3975.0
3372,11087.636363636364
3373,8325.90909090909
3374,1528.5
3375,65230.63636363636
3376,1333.5
3377,10472.727272727272
3378,1699.0
3379,1927.1666666666667
3380,10859.272727272728
3381,2411.222222222222
3382,88819.0
3383,13807.727272727272
3384,6300.363636363636
3385,2040.4285714285713
3386,12202.636363636364
3387,3353.7
3388,7786.727272727273
3389,6448.090909090909
3390,21358.0
3391,3385.4285714285716
3392,1217.0
3393,2135.75
3394,1296.0
3395,90943.75
3396,15037.0
3397,4120.0
3398,1692.0
3399,2893.0
3400,1219.0
3401,1771.25
3402,1458.0
3403,1386.0
3404,1476.0
3405,17516.0
3406,15875.0
3407,2441.3333333333335
3408,1799.6666666666667
3409,2377.0
3410,17386.625
3411,4057.8333333333335
3412,3730.4285714285716
3413,4215.0
3414,3302.1428571428573
3415,65859.625
3416,4431.3125
3417,12845.0
3418,1922.6666666666667
3419,3547.5
3420,7213.5625
3421,16210.0
3422,15533.375
3423,1146.0
3424,6193.0
3425,4128.0
3426,6461.875
3427,4897.166666666667
3428,5740.6
3429,80766.33333333333
3430,1240.0
3431,3590.4
3432,4027.0
3433,3161.3333333333335
3434,7737.166666666667
3435,1881.0
3436,1464.5
3437,2874.2
3438,1388.5
3439,9451.0
3440,6969.5
3441,1625.5
3442,10643.333333333334
3443,1278.0
3444,8764.166666666666
3445,1224.3333333333333
3446,2412.0
3447,13200.0
3448,2380.75
3449,1529.0
3450,2261.0
3451,1527.0
3452,7303.833333333333
3453,1813.6666666666667
3454,1292.0
3455,1322.5
3456,11783.0
3457,2663.0
3458,1866.0
3459,3008.4
3460,60706.166666666664
3461,2601.0
3462,2183.8
3463,9619.666666666666
3464,3774.0
3465,10219.0
3466,3024.8333333333335
3467,4462.6
3468,4212.0
3469,1691.2692307692307
3470,1329.3333333333333
3471,3185.9347826086955
3472,1774.5384615384614
3473,1944.1
3474,2379.1666666666665
3475,8377.666666666666
3476,2264.5
3477,77276.05
3478,9304.151515151516
3479,7763.076923076923
3480,58786.857142857145
3481,14293.923076923076
3482,7523.073170731707
3483,2239.8333333333335
3484,1230.6666666666667
3485,1406.0
3486,7122.0
3487,8413.225
3488,1563.909090909091
3489,4589.311111111111
3490,1392.05
3491,2392.5185185185187
3492,6240.4358974358975
3493,3586.133333333333
3494,2716.9411764705883
3495,2213.68
3496,1773.8
3497,1443.3846153846155
3498,5102.625
3499,55949.020833333336
3500,1446.6
3501,6575.279069767442
3502,1822.642857142857
3503,3185.9347826086955
3504,4080.191489361702
3505,1857.2058823529412
3506,8155.234042553191
3507,1960.7931034482758
3508,2587.5
3509,1551.0967741935483
3510,1626.5833333333333
3511,2918.75
3512,1297.0
3513,1014.0
3514,1374.3333333333333
3515,3519.5348837209303
3516,1385.0
3517,1197.0
3518,2001.8
3519,5323.833333333333
3520,1080.0
3521,5568.68085106383
3522,2329.6774193548385
3523,6032.5625
3524,1111.5
3525,1433.7368421052631
3526,14058.208333333334
3527,8394.4375
3528,2327.9736842105262
3529,67826.47916666667
3530,9226.416666666666
3531,5313.181818181818
3532,1874.235294117647
3533,1260.32
3534,1080.0
3535,1690.8125
3536,3653.625
3537,8427.46
3538,12751.28
3539,62655.0
3540,2968.7555555555555
3541,1680.0
3542,2320.625
3543,5785.586956521739
3544,5651.52
3545,2633.5348837209303
3546,1395.0
3547,1848.3333333333333
3548,1842.6363636363637
3549,2114.3823529411766
3550,6596.0204081632655
3551,7319.14
3552,7468.48
3553,1589.76
3554,1892.0344827586207
3555,2262.9473684210525
3556,3092.0227272727275
3557,1350.0
3558,1295.95
3559,4457.851063829788
3560,1709.9375
3561,4985.571428571428
3562,52377.8
3563,1354.3636363636363
3564,4281.325581395349
3565,6212.630434782609
3566,6016.533333333334
3567,59374.739130434784
3568,8179.173913043478
3569,2412.75
3570,3447.4186046511627
3571,2805.317073170732
3572,3341.4146341463415
3573,1536.3461538461538
3574,7523.073170731707
3575,2190.896551724138
3576,2379.7428571428572
3577,1882.2
3578,70828.21739130435
3579,13897.826086956522
3580,5024.933333333333
3581,1662.5
3582,6503.695652173913
3583,2327.3888888888887
3584,9167.804347826086
3585,8338.681818181818
3586,2806.5
3587,7987.4
3588,4427.0
3589,1388.5
3590,4315.666666666667
3591,1620.0
3592,1243.3333333333333
3593,3063.0
3594,4715.75
3595,1290.0
3596,69615.33333333333
3597,1058.0
3598,4183.0
3599,1176.5
3600,1520.0
3601,1605.5
3602,1178.5
3603,5661.333333333333
3604,1410.0
3605,10925.0
3606,2286.0
3607,5737.0
3608,1467.0
3609,2657.0
3610,70657.0
3611,1142.0
3612,1915.5
3613,2577.0
3614,2466.2
3615,2856.0
3616,2382.6666666666665
3617,2114.0
3618,3888.1666666666665
3619,90407.0
3620,10199.142857142857
3621,9895.714285714286
3622,1941.0
3623,1546.5
3624,1373.3333333333333
3625,3444.0
3626,2077.5
3627,66007.85714285714
3628,10521.285714285714
3629,1903.6666666666667
3630,2457.0
3631,8626.714285714286
3632,2312.6
3633,1286.5
3634,10241.714285714286
3635,2406.0
3636,6246.0
3637,2046.3333333333333
3638,14125.57142857143
3639,11350.714285714286
3640,1098.0
3641,1720.3333333333333
3642,3632.5714285714284
3643,3198.8
3644,3186.1428571428573
3645,5628.428571428572
3646,2832.0
3647,3004.1666666666665
3648,17292.0
3649,10010.57142857143
3650,101896.88888888889
3651,3505.3333333333335
3652,77892.27777777778
3653,10578.055555555555
3654,13474.222222222223
3655,3154.4
3656,9982.176470588236
3657,3272.3333333333335
3658,17541.055555555555
3659,12384.055555555555
3660,3442.5333333333333
3661,7642.944444444444
3662,1424.8
3663,1880.1
3664,1696.375
3665,3246.5
3666,1789.3
3667,4033.9411764705883
3668,2263.25
3669,1735.1666666666667
3670,1694.7333333333333
3671,1550.125
3672,3439.705882352941
3673,12935.888888888889
3674,11812.777777777777
3675,11104.833333333334
3676,2910.9333333333334
3677,10791.944444444445
3678,1749.6666666666667
3679,4191.055555555556
3680,2866.375
3681,1471.2
3682,2040.9411764705883
3683,1504.0
3684,4161.5
3685,7595.722222222223
3686,1817.5
3687,1351.0
3688,1230.0
3689,1739.0
3690,1628.0
3691,3750.714285714286
3692,7070.666666666667
3693,4467.5
3694,1943.0
3695,1459.0
3696,1158.0
3697,15875.0
3698,3135.75
3699,1330.3333333333333
3700,4818.923076923077
3701,1023.0
3702,2507.4545454545455
3703,2450.5
3704,1592.0
3705,63626.5
3706,5741.0
3707,12845.0
3708,17516.0
3709,3365.5
3710,8796.0
3711,59262.0
3712,16987.0
3713,17929.0
3714,5108.0
3715,2774.5
3716,6467.0
3717,4110.0
3718,1355.0
3719,2196.0
3720,11266.5
3721,15037.0
3722,2434.0
3723,3326.6153846153848
3724,1340.0
3725,1230.0
3726,1651.25
3727,2074.6666666666665
3728,4772.166666666667
3729,2052.0
3730,9351.0
3731,9689.857142857143
3732,9224.714285714286
3733,1345.6666666666667
3734,1018.0
3735,3484.5
3736,2387.2
3737,1939.5
3738,10430.857142857143
3739,91903.57142857143
3740,15000.714285714286
3741,1007.0
3742,12360.0
3743,10272.142857142857
3744,71104.42857142857
3745,2508.5
3746,3741.5714285714284
3747,2353.8
3748,1476.0
3749,10570.0
3750,3914.8333333333335
3751,1198.0
3752,1907.2857142857142
3753,1162.5
3754,12123.857142857143
3755,2771.5714285714284
3756,3461.1666666666665
3757,1771.0
3758,6375.0
3759,2362.0
3760,2381.4285714285716
3761,1480.0
3762,5499.571428571428
3763,2716.9411764705883
3764,1156.6666666666667
3765,7122.0
3766,2264.5
3767,1406.0
3768,3586.133333333333
3769,2379.1666666666665
3770,5102.625
3771,1944.1
3772,2392.5185185185187
3773,1329.3333333333333
3774,1774.5384615384614
3775,1443.3846153846155
3776,8413.225
3777,9304.151515151516
3778,58786.857142857145
3779,7523.073170731707
3780,7763.076923076923
3781,4589.311111111111
3782,1392.05
3783,2213.68
3784,1563.909090909091
3785,14293.923076923076
3786,8377.666666666666
3787,6240.4358974358975
3788,1773.8
3789,3185.9347826086955
3790,77276.05
3791,1691.2692307692307
3792,7768.326530612245
3793,2787.25
3794,5846.636363636364
3795,1486.0
3796,1794.0833333333333
3797,1799.21875
3798,2140.2432432432433
3799,2044.3636363636363
3800,7584.551020408163
3801,3540.181818181818
3802,4306.333333333333
3803,2302.16
3804,68054.42857142857
3805,1819.9259259259259
3806,6714.644444444444
3807,1450.4
3808,1794.75
3809,1965.4285714285713
3810,1450.625
3811,1543.6
3812,5516.163265306122
3813,2006.3076923076924
3814,3044.181818181818
3815,2767.6190476190477
3816,7685.122448979592
3817,53759.244897959186
3818,1692.0
3819,12016.69387755102
3820,6923.775510204082
3821,7763.076923076923
3822,7122.0
3823,77276.05
3824,1406.0
3825,2379.1666666666665
3826,2716.9411764705883
3827,7523.073170731707
3828,2392.5185185185187
3829,2213.68
3830,1773.8
3831,14293.923076923076
3832,6240.4358974358975
3833,9304.151515151516
3834,4589.311111111111
3835,3185.9347826086955
3836,8377.666666666666
3837,2264.5
3838,3586.133333333333
3839,5102.625
3840,58786.857142857145
3841,8413.225
3842,12224.5
3843,1496.75
3844,2287.75
3845,2713.1428571428573
3846,20196.25
3847,12587.375
3848,3550.75
3849,2034.625
3850,1613.75
3851,2124.0
3852,1502.2857142857142
3853,8622.375
3854,2980.625
3855,11762.75
3856,135181.125
3857,1311.6666666666667
3858,1940.0
3859,3257.875
3860,9371.5
3861,5104.5
3862,4740.0
3863,5448.125
3864,5165.625
3865,12271.875
3866,3856.625
3867,3688.25
3868,8277.5
3869,2134.25
3870,1330.6666666666667
3871,2456.75
3872,80805.25
3873,2655.375
3874,26117.75
3875,1375.3333333333333
3876,4589.311111111111
3877,2264.5
3878,77276.05
3879,1563.909090909091
3880,2716.9411764705883
3881,3586.133333333333
3882,1961.5
3883,1563.909090909091
3884,1603.2857142857142
3885,1789.4
3886,1173.5
3887,1329.3333333333333
3888,1184.3333333333333
3889,1156.6666666666667
3890,1068.0
3891,1486.0
3892,1774.5384615384614
3893,3185.9347826086955
3894,1047.0
3895,5102.625
3896,1691.2692307692307
3897,1060.0
3898,1205.4
3899,1392.05
3900,2213.68
3901,9304.151515151516
3902,8377.666666666666
3903,1200.0
3904,2379.1666666666665
3905,6240.4358974358975
3906,7122.0
3907,1406.0
3908,1386.2857142857142
3909,8413.225
3910,2392.5185185185187
3911,1443.3846153846155
3912,1944.1
3913,2239.8333333333335
3914,1230.6666666666667
3915,58786.857142857145
3916,14293.923076923076
3917,7763.076923076923
3918,1773.8
3919,7523.073170731707
3920,2393.6666666666665
3921,2168.0
3922,6254.333333333333
3923,1890.875
3924,1225.75
3925,14795.0
3926,1330.3333333333333
3927,1610.0
3928,2382.6666666666665
3929,2003.0
3930,1171.0
3931,3888.1666666666665
3932,1941.0
3933,3629.5
3934,1039.0
3935,13002.375
3936,1645.0
3937,3405.3333333333335
3938,2955.6666666666665
3939,1324.25
3940,3494.0833333333335
3941,1628.0
3942,6333.0
3943,1967.0
3944,7875.0
3945,1641.3333333333333
3946,2831.25
3947,1271.0
3948,8659.0
3949,8552.692307692309
3950,10509.0
3951,1410.5
3952,1129.0
3953,1907.5
3954,2457.75
3955,2605.0
3956,2307.0
3957,10037.0
3958,65644.84615384616
3959,1004.0
3960,2484.0
3961,13110.875
3962,1280.2
3963,1054.0
3964,14277.0
3965,90865.63636363637
3966,1666.3333333333333
3967,5980.15
3968,2842.0
3969,3555.5882352941176
3970,11150.4
3971,4246.75
3972,1608.3333333333333
3973,1590.4545454545455
3974,2119.0
3975,2767.1111111111113
3976,7139.8
3977,68330.2
3978,2391.1176470588234
3979,2420.315789473684
3980,15552.8
3981,2906.684210526316
3982,1836.5
3983,4149.3
3984,13281.8
3985,2038.0588235294117
3986,1309.0
3987,11851.3
3988,2298.6666666666665
3989,3444.7
3990,7867.85
3991,1246.0
3992,7777.8
3993,93674.85
3994,1550.2857142857142
3995,13307.7
3996,12092.0
3997,13349.3
3998,3049.0
3999,2783.1666666666665
4000,2985.0555555555557
4001,2882.277777777778
4002,4110.0
4003,3434.5
4004,18477.0
4005,3581.909090909091
4006,1302.0
4007,2539.75
4008,3975.0
4009,1230.6666666666667
4010,2349.0
4011,18835.0
4012,2042.5
4013,8796.0
4014,16248.0
4015,2040.4285714285713
4016,1532.5
4017,6448.090909090909
4018,4903.8
4019,3145.8
4020,66360.5
4021,9910.5
4022,5108.0
4023,6300.363636363636
4024,2299.75
4025,15403.0
4026,2791.0
4027,47845.25
4028,3049.0
4029,2347.6666666666665
4030,1222.0
4031,3863.5
4032,3353.7
4033,3680.6
4034,11032.0
4035,1743.0
4036,1482.0
4037,21141.4
4038,1007.0
4039,6193.0
4040,10900.0
4041,1240.6666666666667
4042,69128.57142857143
4043,2260.0
4044,1881.0
4045,1742.857142857143
4046,2807.5
4047,3774.0
4048,2058.0
4049,6375.0
4050,97144.42857142857
4051,3749.153846153846
4052,1245.0
4053,2450.5
4054,4772.166666666667
4055,15330.0
4056,1819.2857142857142
4057,3519.7272727272725
4058,2535.0
4059,6897.9
4060,1386.0
4061,2959.6666666666665
4062,1502.6
4063,11906.454545454546
4064,12293.0
4065,11118.923076923076
4066,2720.6
4067,12576.875
4068,1278.0
4069,12979.857142857143
4070,2204.0
4071,1527.0
4072,1519.6666666666667
4073,1552.2
4074,12354.5
4075,4662.0
4076,1388.5
4077,10543.0
4078,3171.1428571428573
4079,3185.9347826086955
4080,1080.0
4081,1384.7
4082,1111.5
4083,6575.279069767442
4084,2327.9736842105262
4085,9226.416666666666
4086,1482.8333333333333
4087,2918.75
4088,4080.191489361702
4089,2001.8
4090,1297.0
4091,1374.3333333333333
4092,8394.4375
4093,1027.0
4094,1626.5833333333333
4095,5313.181818181818
4096,8155.234042553191
4097,1197.0
4098,1857.2058823529412
4099,1080.0
4100,2329.6774193548385
4101,1960.7931034482758
4102,1446.6
4103,6032.5625
4104,55949.020833333336
4105,5568.68085106383
4106,1385.0
4107,1874.235294117647
4108,3519.5348837209303
4109,1433.7368421052631
4110,2587.5
4111,1446.6
4112,1260.32
4113,1551.0967741935483
4114,5323.833333333333
4115,14058.208333333334
4116,67826.47916666667
4117,1822.642857142857
4118,1690.8125
4119,1205.4
4120,2379.1666666666665
4121,7763.076923076923
4122,7122.0
4123,7523.073170731707
4124,1789.4
4125,58786.857142857145
4126,1392.05
4127,8413.225
4128,2716.9411764705883
4129,9304.151515151516
4130,8377.666666666666
4131,77276.05
4132,14293.923076923076
4133,1230.6666666666667
4134,6240.4358974358975
4135,1406.0
4136,1014.0
4137,1156.6666666666667
4138,2264.5
4139,1443.3846153846155
4140,3586.133333333333
4141,5102.625
4142,1173.5
4143,1184.3333333333333
4144,1329.3333333333333
4145,1944.1
4146,1563.909090909091
4147,1486.0
4148,1691.2692307692307
4149,1375.3333333333333
4150,1773.8
4151,2213.68
4152,2239.8333333333335
4153,2392.5185185185187
4154,4589.311111111111
4155,3185.9347826086955
4156,1774.5384615384614
4157,1386.2857142857142
4158,7912.5
4159,1778.3333333333333
4160,3350.75
4161,7112.0
4162,1202.0
4163,3366.6666666666665
4164,43501.75
4165,47211.25
4166,6966.0
4167,1976.6666666666667
4168,1315.0
4169,1100.0
4170,1933.0
4171,1295.95
4172,2696.0
4173,4812.666666666667
4174,5836.75
4175,1726.0
4176,10622.75
4177,3239.25
4178,2073.3333333333335
4179,2297.75
4180,5429.25
4181,2543.0
4182,57757.21568627451
4183,1689.9375
4184,2111.181818181818
4185,3320.32
4186,1989.2941176470588
4187,74954.82352941176
4188,2323.35
4189,7288.529411764706
4190,15936.509803921568
4191,6554.313725490196
4192,1804.142857142857
4193,3841.4893617021276
4194,9334.549019607843
4195,4035.392156862745
4196,8811.980392156862
4197,7711.938775510204
4198,1596.5652173913043
4199,1662.0243902439024
4200,2436.3
